company_id,type,rule_id,text,confidence_pct
TATACONSUM,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
TATACONSUM,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TATACONSUM,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
TATACONSUM,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
TATAMOTORS,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TATAMOTORS,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
TATAMOTORS,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TATAMOTORS,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
TATAMOTORS,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TATAMOTORS,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
TATAMOTORS,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
TATAPOWER,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
TATAPOWER,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
TATAPOWER,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TATAPOWER,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
TATAPOWER,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TATAPOWER,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
TATAPOWER,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
TATAPOWER,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
TATASTEEL,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
TATASTEEL,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TATASTEEL,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
TATASTEEL,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TATASTEEL,con,Net profit negative in latest year,Company reported a net loss in the most recent financial year,88
TATASTEEL,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
TATASTEEL,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
TATASTEEL,con,ROCE < 10%,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,70
TCS,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TCS,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
TCS,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
TCS,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
TCS,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TCS,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
TCS,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TCS,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
TECHM,pro,ICR > 10 or Debt Free,Very high interest coverage ratio reflects negligible financial stress from debt servicing,78
TECHM,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
TECHM,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TECHM,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
TECHM,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TECHM,con,Dividend payout > 100%,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",76
TECHM,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
TECHM,con,Revenue CAGR < 5% over 5 years,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,66
TITAN,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TITAN,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
TITAN,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
TITAN,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
TITAN,pro,Revenue CAGR > PAT CAGR,Revenue growing slower than profits shows improving operating leverage and scale benefits,70
TITAN,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
TITAN,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TITAN,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
TORNTPHARM,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TORNTPHARM,pro,OPM > 25% in latest year,Operating profit margin above 25% indicates strong pricing power and cost discipline,82
TORNTPHARM,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
TORNTPHARM,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
TORNTPHARM,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
TORNTPHARM,con,OPM declining for 3 consecutive years,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
TORNTPHARM,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
TRENT,pro,Revenue CAGR > 15% over 5 years,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,84
TRENT,pro,PAT CAGR > 20% over 5 years,Net profit compounding at above 20% over 5 years creates significant shareholder value,80
TRENT,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
TRENT,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
TRENT,con,Revenue declining for 2+ years,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,78
TRENT,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
TVSMOTOR,pro,ROE > 20% sustained for 3+ years,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,90
TVSMOTOR,pro,ROE improving for 3 consecutive years,Return on equity improving for 3 consecutive years shows strengthening business quality,72
TVSMOTOR,pro,Assets growing with declining debt,Growing asset base funded by internal accruals reflects self-sustaining growth,68
TVSMOTOR,con,D/E > 2.0 for non-financial,Debt-to-equity ratio of X is elevated for a non-financial company and warrants monitoring,84
TVSMOTOR,con,D/E rising for 3 consecutive years,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,74
